received_at,device_id,temperature_c,humidity_pct,soil_moisture_pct,ph_value,moisture_level,ph_category,has_errors
2026-06-21 10:45:53.213,farm_node_01,34.6,62.2,60.52,11.8,moderate,strongly_alkaline,False
2026-06-21 10:46:23.860,farm_node_01,34.6,62.7,18.38,11.8,dry,strongly_alkaline,False
2026-06-21 10:46:54.698,farm_node_01,34.6,62.4,71.52,11.8,wet,strongly_alkaline,False
2026-06-21 10:47:25.577,farm_node_01,34.6,62.3,14.05,11.8,dry,strongly_alkaline,False
2026-06-21 10:47:56.390,farm_node_01,34.6,62.1,21.95,11.8,dry,strongly_alkaline,False
2026-06-21 10:48:37.221,farm_node_01,34.6,61.9,51.14,11.8,moderate,strongly_alkaline,False
2026-06-21 10:49:08.179,farm_node_01,34.6,61.8,9.0,11.8,dry,strongly_alkaline,False
2026-06-21 10:49:39.021,farm_node_01,34.6,61.7,17.0,11.8,dry,strongly_alkaline,False
2026-06-21 10:50:09.823,farm_node_01,34.6,61.7,10.9,11.8,dry,strongly_alkaline,False
2026-06-21 15:06:14.100,farm_node_01,34.0,68.9,2.24,11.8,dry,strongly_alkaline,False
2026-06-21 15:06:44.773,farm_node_01,33.9,69.1,27.95,11.8,dry,strongly_alkaline,False
2026-06-21 15:07:15.604,farm_node_01,33.9,69.2,26.19,11.8,dry,strongly_alkaline,False
2026-06-21 15:10:44.041,farm_node_01,33.9,69.1,2.95,11.8,dry,strongly_alkaline,False
2026-06-21 15:11:14.770,farm_node_01,33.8,69.2,6.19,11.8,dry,strongly_alkaline,False
2026-06-21 15:11:45.610,farm_node_01,33.8,69.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:12:16.449,farm_node_01,33.8,69.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:12:50.472,farm_node_01,33.8,69.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:13:18.129,farm_node_01,33.8,69.3,9.81,11.8,dry,strongly_alkaline,False
2026-06-21 15:13:48.969,farm_node_01,33.9,69.4,22.19,11.8,dry,strongly_alkaline,False
2026-06-21 15:14:19.807,farm_node_01,33.8,69.3,16.86,11.8,dry,strongly_alkaline,False
2026-06-21 15:14:50.646,farm_node_01,33.8,69.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:15:21.485,farm_node_01,33.9,69.1,15.33,11.8,dry,strongly_alkaline,False
2026-06-21 15:15:52.325,farm_node_01,33.9,69.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:16:23.166,farm_node_01,33.9,69.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:16:54.004,farm_node_01,33.9,69.2,1.81,11.8,dry,strongly_alkaline,False
2026-06-21 15:17:24.844,farm_node_01,33.9,69.1,15.24,11.8,dry,strongly_alkaline,False
2026-06-21 15:17:55.683,farm_node_01,33.9,69.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:18:26.525,farm_node_01,33.8,69.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:18:57.362,farm_node_01,33.8,69.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:19:28.203,farm_node_01,33.8,69.5,14.71,11.8,dry,strongly_alkaline,False
2026-06-21 15:21:58.357,farm_node_01,33.8,69.4,6.86,11.8,dry,strongly_alkaline,False
2026-06-21 15:22:29.145,farm_node_01,33.9,69.7,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:22:59.985,farm_node_01,33.9,69.6,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:23:30.824,farm_node_01,33.9,69.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:24:01.663,farm_node_01,33.9,69.7,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:24:32.504,farm_node_01,33.9,69.7,9.24,11.8,dry,strongly_alkaline,False
2026-06-21 15:25:03.343,farm_node_01,33.9,69.7,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:47:27.723,farm_node_01,33.8,69.1,24.43,11.8,dry,strongly_alkaline,False
2026-06-21 15:47:58.451,farm_node_01,33.9,69.2,1.19,11.8,dry,strongly_alkaline,False
2026-06-21 15:48:29.291,farm_node_01,33.9,69.0,7.62,11.8,dry,strongly_alkaline,False
2026-06-21 15:49:00.129,farm_node_01,33.9,69.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:49:30.968,farm_node_01,33.9,69.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:50:01.809,farm_node_01,33.9,69.2,12.95,11.8,dry,strongly_alkaline,False
2026-06-21 15:50:32.649,farm_node_01,33.9,69.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:51:03.489,farm_node_01,33.9,69.2,20.38,11.8,dry,strongly_alkaline,False
2026-06-21 15:51:34.329,farm_node_01,33.9,69.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:52:05.166,farm_node_01,33.9,69.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:52:36.009,farm_node_01,33.9,69.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:53:06.847,farm_node_01,33.9,69.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:53:37.686,farm_node_01,33.8,69.4,6.95,11.8,dry,strongly_alkaline,False
2026-06-21 15:54:08.527,farm_node_01,33.8,69.6,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:54:39.366,farm_node_01,33.8,69.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:55:10.206,farm_node_01,33.8,69.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:55:41.044,farm_node_01,33.8,70.0,18.81,11.8,dry,strongly_alkaline,False
2026-06-21 15:56:11.883,farm_node_01,33.9,70.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:56:42.723,farm_node_01,33.8,70.0,1.81,11.8,dry,strongly_alkaline,False
2026-06-21 15:57:13.563,farm_node_01,33.8,70.0,15.57,11.8,dry,strongly_alkaline,False
2026-06-21 15:57:44.402,farm_node_01,33.9,70.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:58:15.241,farm_node_01,33.9,70.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:58:46.082,farm_node_01,33.8,70.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-21 15:59:16.922,farm_node_01,33.9,70.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:03:40.807,farm_node_01,33.5,70.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:04:37.460,farm_node_01,33.5,70.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:05:08.050,farm_node_01,33.6,70.0,40.67,11.8,moderate,strongly_alkaline,False
2026-06-22 04:05:38.885,farm_node_01,33.6,69.6,54.57,11.8,moderate,strongly_alkaline,False
2026-06-22 04:06:09.724,farm_node_01,33.6,69.4,62.0,11.8,moderate,strongly_alkaline,False
2026-06-22 04:06:40.557,farm_node_01,33.6,69.4,58.67,11.8,moderate,strongly_alkaline,False
2026-06-22 04:07:11.452,farm_node_01,33.6,69.3,53.62,11.8,moderate,strongly_alkaline,False
2026-06-22 04:07:42.233,farm_node_01,33.6,69.4,61.71,11.8,moderate,strongly_alkaline,False
2026-06-22 04:08:13.077,farm_node_01,33.6,69.3,20.86,11.8,dry,strongly_alkaline,False
2026-06-22 04:08:43.913,farm_node_01,33.6,69.4,14.14,11.8,dry,strongly_alkaline,False
2026-06-22 04:09:14.753,farm_node_01,33.7,69.4,17.52,11.8,dry,strongly_alkaline,False
2026-06-22 04:09:45.594,farm_node_01,33.7,69.1,25.05,11.8,dry,strongly_alkaline,False
2026-06-22 04:10:16.431,farm_node_01,33.7,69.0,4.57,11.8,dry,strongly_alkaline,False
2026-06-22 04:10:47.271,farm_node_01,33.6,69.1,52.29,11.8,moderate,strongly_alkaline,False
2026-06-22 04:11:18.111,farm_node_01,33.6,69.0,16.48,11.8,dry,strongly_alkaline,False
2026-06-22 04:11:48.951,farm_node_01,33.6,69.1,67.29,11.8,wet,strongly_alkaline,False
2026-06-22 04:12:19.806,farm_node_01,33.5,68.8,1.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:12:50.629,farm_node_01,33.5,68.5,50.81,11.8,moderate,strongly_alkaline,False
2026-06-22 04:13:21.558,farm_node_01,33.5,68.6,60.19,11.8,moderate,strongly_alkaline,False
2026-06-22 04:13:52.309,farm_node_01,33.5,68.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:14:23.159,farm_node_01,33.5,68.4,9.57,11.8,dry,strongly_alkaline,False
2026-06-22 04:14:53.992,farm_node_01,33.5,68.3,52.33,11.8,moderate,strongly_alkaline,False
2026-06-22 04:15:24.828,farm_node_01,33.5,68.1,43.14,11.8,moderate,strongly_alkaline,False
2026-06-22 04:15:55.673,farm_node_01,33.5,67.9,0.43,11.8,dry,strongly_alkaline,False
2026-06-22 04:16:26.517,farm_node_01,33.5,67.9,27.48,11.8,dry,strongly_alkaline,False
2026-06-22 04:16:57.359,farm_node_01,33.5,67.9,11.71,11.8,dry,strongly_alkaline,False
2026-06-22 04:17:28.186,farm_node_01,33.5,67.9,22.86,11.8,dry,strongly_alkaline,False
2026-06-22 04:17:59.220,farm_node_01,33.5,67.9,41.14,11.8,moderate,strongly_alkaline,False
2026-06-22 04:18:29.896,farm_node_01,33.5,68.0,58.14,11.8,moderate,strongly_alkaline,False
2026-06-22 04:19:00.703,farm_node_01,33.5,68.0,6.71,11.8,dry,strongly_alkaline,False
2026-06-22 04:19:31.543,farm_node_01,33.4,67.8,0.76,11.8,dry,strongly_alkaline,False
2026-06-22 04:20:02.385,farm_node_01,33.5,67.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:20:33.226,farm_node_01,33.5,67.9,0.19,11.8,dry,strongly_alkaline,False
2026-06-22 04:21:04.062,farm_node_01,33.5,68.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:21:34.903,farm_node_01,33.4,68.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:22:41.856,farm_node_01,33.3,68.6,58.67,11.8,moderate,strongly_alkaline,False
2026-06-22 04:23:12.583,farm_node_01,33.3,68.6,60.29,11.8,moderate,strongly_alkaline,False
2026-06-22 04:23:43.421,farm_node_01,33.3,68.6,20.67,11.8,dry,strongly_alkaline,False
2026-06-22 04:24:14.258,farm_node_01,33.3,68.6,41.67,11.8,moderate,strongly_alkaline,False
2026-06-22 04:24:45.098,farm_node_01,33.3,68.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:25:45.873,farm_node_01,33.3,68.5,9.81,11.8,dry,strongly_alkaline,False
2026-06-22 04:26:16.637,farm_node_01,33.4,68.2,17.95,11.8,dry,strongly_alkaline,False
2026-06-22 04:26:47.477,farm_node_01,33.4,68.0,18.9,11.8,dry,strongly_alkaline,False
2026-06-22 04:27:18.317,farm_node_01,33.4,68.0,45.57,11.8,moderate,strongly_alkaline,False
2026-06-22 04:27:49.157,farm_node_01,33.3,68.1,51.81,11.8,moderate,strongly_alkaline,False
2026-06-22 04:28:19.996,farm_node_01,33.3,68.2,3.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:28:50.837,farm_node_01,33.3,68.3,52.81,11.8,moderate,strongly_alkaline,False
2026-06-22 04:29:21.675,farm_node_01,33.3,68.5,14.71,11.8,dry,strongly_alkaline,False
2026-06-22 04:29:52.515,farm_node_01,33.3,68.5,54.95,11.8,moderate,strongly_alkaline,False
2026-06-22 04:30:23.354,farm_node_01,33.4,68.4,31.71,11.8,moderate,strongly_alkaline,False
2026-06-22 04:30:54.195,farm_node_01,33.5,68.5,5.48,11.8,dry,strongly_alkaline,False
2026-06-22 04:31:25.033,farm_node_01,33.5,68.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:31:55.878,farm_node_01,33.5,68.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:32:26.712,farm_node_01,33.5,68.5,4.52,11.8,dry,strongly_alkaline,False
2026-06-22 04:32:57.551,farm_node_01,33.5,68.5,51.48,11.8,moderate,strongly_alkaline,False
2026-06-22 04:33:28.391,farm_node_01,33.5,68.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:33:59.232,farm_node_01,33.5,68.4,12.9,11.8,dry,strongly_alkaline,False
2026-06-22 04:34:30.070,farm_node_01,33.6,68.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:35:00.910,farm_node_01,33.5,68.0,5.33,11.8,dry,strongly_alkaline,False
2026-06-22 04:35:31.749,farm_node_01,33.5,68.2,2.71,11.8,dry,strongly_alkaline,False
2026-06-22 04:36:02.589,farm_node_01,33.6,68.3,4.57,11.8,dry,strongly_alkaline,False
2026-06-22 04:36:33.429,farm_node_01,33.6,68.3,9.81,11.8,dry,strongly_alkaline,False
2026-06-22 04:37:04.269,farm_node_01,33.6,68.2,57.14,11.8,moderate,strongly_alkaline,False
2026-06-22 04:37:35.107,farm_node_01,33.6,68.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:38:05.947,farm_node_01,33.6,68.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:38:36.787,farm_node_01,33.6,68.4,16.62,11.8,dry,strongly_alkaline,False
2026-06-22 04:39:07.626,farm_node_01,33.6,68.3,17.76,11.8,dry,strongly_alkaline,False
2026-06-22 04:39:38.466,farm_node_01,33.6,68.3,2.62,11.8,dry,strongly_alkaline,False
2026-06-22 04:40:09.308,farm_node_01,33.6,68.3,15.14,11.8,dry,strongly_alkaline,False
2026-06-22 04:40:40.145,farm_node_01,33.6,68.3,10.14,11.8,dry,strongly_alkaline,False
2026-06-22 04:41:10.983,farm_node_01,33.6,68.4,1.48,11.8,dry,strongly_alkaline,False
2026-06-22 04:41:41.825,farm_node_01,33.6,68.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:42:12.663,farm_node_01,33.6,68.2,4.62,11.8,dry,strongly_alkaline,False
2026-06-22 04:42:43.502,farm_node_01,33.6,68.2,3.95,11.8,dry,strongly_alkaline,False
2026-06-22 04:43:14.344,farm_node_01,33.6,68.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:43:45.181,farm_node_01,33.7,68.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:44:16.021,farm_node_01,33.7,67.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:44:46.861,farm_node_01,33.7,68.0,11.43,11.8,dry,strongly_alkaline,False
2026-06-22 04:45:17.700,farm_node_01,33.7,68.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:45:48.539,farm_node_01,33.8,67.9,3.52,11.8,dry,strongly_alkaline,False
2026-06-22 04:46:19.383,farm_node_01,33.8,67.7,25.57,11.8,dry,strongly_alkaline,False
2026-06-22 04:46:50.219,farm_node_01,33.8,67.5,20.48,11.8,dry,strongly_alkaline,False
2026-06-22 04:47:21.058,farm_node_01,33.9,67.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:47:51.897,farm_node_01,33.9,67.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:48:22.738,farm_node_01,33.9,67.6,0.33,11.8,dry,strongly_alkaline,False
2026-06-22 04:48:53.576,farm_node_01,33.9,67.6,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:49:24.416,farm_node_01,33.9,67.6,24.29,11.8,dry,strongly_alkaline,False
2026-06-22 04:49:55.255,farm_node_01,33.9,67.4,17.19,11.8,dry,strongly_alkaline,False
2026-06-22 04:50:26.096,farm_node_01,33.9,67.4,21.76,11.8,dry,strongly_alkaline,False
2026-06-22 04:50:56.935,farm_node_01,33.9,67.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:51:27.775,farm_node_01,33.9,67.4,21.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:51:58.614,farm_node_01,33.9,67.4,8.52,11.8,dry,strongly_alkaline,False
2026-06-22 04:52:29.456,farm_node_01,33.9,67.4,20.38,11.8,dry,strongly_alkaline,False
2026-06-22 04:53:00.293,farm_node_01,33.9,67.4,16.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:53:31.133,farm_node_01,33.9,67.4,4.52,11.8,dry,strongly_alkaline,False
2026-06-22 04:54:01.972,farm_node_01,34.0,67.4,13.62,11.8,dry,strongly_alkaline,False
2026-06-22 04:54:32.812,farm_node_01,34.0,67.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:55:03.653,farm_node_01,34.0,67.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 04:55:34.491,farm_node_01,34.0,67.3,10.71,11.8,dry,strongly_alkaline,False
2026-06-22 04:56:05.330,farm_node_01,34.0,67.2,8.76,11.8,dry,strongly_alkaline,False
2026-06-22 04:56:36.170,farm_node_01,33.9,66.8,24.52,11.8,dry,strongly_alkaline,False
